"","y","raw_text"
"842","devos"," This is a reflection of the diversity that is today�s American public education"
"843","devos"," Growing up in Holland, Michigan, I attended local Christian schools and then Calvin College"
"844","devos"," My greatest educational influence in life was a public school teacher named Elsa Prince"
"845","devos"," While her students called her Mrs"
"846","devos"," Prince, to this day, I just call her �mom"
"847","devos","� When Dick and I became parents, education took on a whole new meaning"
"848","devos"," We recognized that other parents were not able to make similar decisions about their children�s education, based on their income or the zip code in which they lived"
"849","devos"," When our oldest reached school age, we visited The Potter's House, a Christian school which serves many low income families in my hometown"
"850","devos"," We saw the struggles and sacrifices many of these families faced when trying to choose the best educational option for their children"
"851","devos"," For me this was not just an issue of public policy but of national injustice"
"852","devos"," I committed to do something about it, and it�s become my life�s work"
"853","devos"," I applaud the great work of The Potter�s House and its founder John Booy � who is here with us today � he and his team of teachers are doing a great job"
"854","devos"," But here�s the sad reality: in the past 28 years, the need and demand for these other options have grown, unabated"
"855","devos","  I share President-elect Trump�s view that it�s time to shift the debate from what the system thinks is best for kids to what moms and dads want, expect and deserve"
"856","devos"," Parents no longer believe that a one-size-fits-all model of learning meets the needs of every child, and they know other options exist, whether magnet, virtual, charter, home, religious, or any combination thereof"
"857","devos"," Yet, too many parents are denied access to the full range of options� choices that many of us -- here in this room -- have exercised for our own children"
"858","devos"," Why, in 2017, are we still questioning parents� ability to exercise educational choice for their children? I am a firm believer that parents should be empowered to choose the learning environment that�s best for their individual children"
"859","devos"," The vast majority of students in this country will continue to attend public schools"
"860","devos"," If confirmed, I will be a strong advocate for great public schools"
"861","devos"," But, if a school is troubled, or unsafe, or not a good fit for a child � perhaps they have a special need that is going unmet -- we should support a parent�s right to enroll their child in a high quality alternative"
"862","devos"," It�s really pretty simple"
"863","devos"," Every child in America deserves to be in a safe environment that is free from discrimination"
"864","devos"," Every student in America dreams of developing his or her unique talents and gifts"
"865","devos"," Every parent in America dreams of a future when their children have access to schools with the rigor, challenges, and safe environments that successfully prepare them for a brighter, more hopeful tomorrow"
"866","devos"," And every teacher in America dreams of breaking free from standardization, so that they can deploy their unique creativity and innovate with their students"
"867","devos"," Our nation�s schools are filled with talented, devoted professionals, who successfully meet the needs of many, many children"
"868","devos"," But even our best schools don't work for all"
"869","devos"," This isn�t the fault of teachers, but a reality that all students are unique, learn differently, and excel at their own pace"
"870","devos"," Students also face new challenges today"
"871","devos"," In particular, our high school graduates are having increasing difficulty accessing affordable higher education"
"872","devos"," Escalating tuition is pricing aspiring and talented students out of college"
"873","devos"," Others are burdened with debts that will take years � or even decades -- to pay off"
"874","devos"," There is no magic wand to make the debt go away, but we do need to take action"
"875","devos"," It would be a mistake to shift that burden to struggling taxpayers without first addressing why tuition has gotten so high"
"876","devos"," For starters, we need to embrace new pathways of learning"
"877","devos"," For too long a college degree has been pushed as the only avenue for a better life"
"878","devos"," The old and expensive brick-mortar-and-ivy model is not the only one that will lead to a prosperous future"
"879","devos"," Craftsmanship is not a fallback - but a noble pursuit"
"880","devos"," Students should make informed choices about what type of education they want to pursue post high school and have access to high quality options"
"881","devos"," President-elect Trump and I agree we need to support all post-secondary avenues, including trade and vocational schools, and community colleges"
"882","devos"," Of course, on every one of these issues, Congress will play a vital role"
"883","devos"," If confirmed, I look forward to working with you to enact solutions that empower parents and students, provide high quality options and spend tax dollars wisely"
"884","devos"," We will work together to ensure the Every Student Succeeds Act is implemented as Congress intended -- with local communities freed from burdensome regulations from Washington"
"885","devos"," And I look forward to working with Congress and all stakeholders to reauthorize the Higher Education Act to meet the needs of today�s college students"
"886","devos"," President-elect Trump and I know it won�t be Washington, D"
"887","devos","C"
"888","devos"," that unlocks our nation�s potential, nor a bigger bureaucracy, tougher mandates or a federal agency"
"889","devos"," The answer is local control and listening to parents, students and teachers"
"890","devos"," For nearly three decades, I�ve been involved in education, as a volunteer, an advocate for children, and a voice for parents"
"891","devos"," I�ve worked as an in-school mentor for students in the Grand Rapids Public Schools, and have had the privilege of interacting with students and their families and teachers in ways that have changed my life and my perspective about education forever"
"892","devos"," I�ve worked with Governors, legislators, and business and community leaders to expand educational opportunity through options that are making a lifetime of difference for hundreds of thousands of kids this year alone"
"893","devos"," And, I�ve worked with many dedicated teachers who strive every day to help students achieve, fulfill their potential, and prepare them for the global challenges that they will face"
"894","devos"," For me, it�s simple: I trust parents, and I believe in our children"
"895","devos"," Thank you again for the opportunity to appear before you"
"896","devos"," I look forward to answering your questions"
"897","sonny perdue","Good Morning Chairman Roberts, Ranking Member Stabenow, and distinguished Members of the Committee"
"898","sonny perdue"," It is an honor to be with you today as the President�s nominee to serve as our nation�s 31st Secretary of Agriculture"
"899","sonny perdue"," I know from visiting with you in your offices, there was some anxiety over whether there would be a Secretary of Agriculture nominee, but I must say with all humility I can muster, I think the president saved the best for last"
"900","sonny perdue"," I�d like to thank each of you for making time to meet individually with me over the last few weeks to discuss the current state of our agricultural community and the issues we will face in the future"
"901","sonny perdue"," I hope and trust that these meetings will not just be introductory episodes, but ongoing opportunities to listen and learn from one another"
"902","sonny perdue"," And, I�d also like to thank each of you for the opportunity to be here today to answer all your questions as you consider my nomination and carry out the Senate�s very important constitutional role in this confirmation process"
"903","sonny perdue"," I think it is altogether fitting and proper that this Committee convenes this hearing during the same week we celebrate National Agriculture Week"
"904","sonny perdue"," I hope that, by working together, we can continue our nation�s agricultural preeminence, building the innovative progress of years gone by and growing to meet the needs and demands of customers and consumers here in America and around the world"
"905","sonny perdue"," However, before I continue and address my priorities, I would like to take a moment and introduce my family members who are here with me today"
"906","sonny perdue"," I�m accompanied by my lovely wife, Mary"
"907","sonny perdue"," I had no idea, when we married 44 years ago, I was marrying such a prolific grandmother"
"908","sonny perdue"," As you can see, seated with Mary are our four children, their spouses, and 12 of our 14 grandchildren, all of whom are more familiar with my being called Big buddy, rather than any other titles I�ve had"
"909","sonny perdue"," I�m also pleased and frankly humbled, after seven years, to have over 40 of my former staff present, who labored side-by-side with me in serving the state and the people of Georgia"
"910","sonny perdue"," You�ve all read my bio and poured over my personal and professional history, but if you�ll indulge me, I�d like to tell you a little bit about myself"
"911","sonny perdue"," As a youngster growing up on a dairy and diversified row crop farm in a rural area of Georgia I never fully realized that the blessings of purposeful, meaningful work would serve me as well as they have in life"
"912","sonny perdue"," When I was a young boy feeding the calves and plowing the fields, I was an integral part of the workforce there on my father�s farm"
"913","sonny perdue"," My mother was an English teacher for 42 years, so I benefitted from her teachings as well � not just by her raising me with the beliefs I hold so dear to my heart, but being an English teacher, she even made sure I knew all about dangling participles"
"914","sonny perdue"," It was a great life"
"915","sonny perdue"," I had a blessed upbringing with wonderful memories"
"916","sonny perdue"," My favorite hobbies as a youngster were training bird dogs, riding my horse Trigger, and playing Little League baseball"
"917","sonny perdue"," Even as a youngster, I was determined and goal-oriented"
"918","sonny perdue"," Early on, I set my heart on becoming a veterinarian, so, after high school, I enrolled at the University of Georgia, where I also walked on to play football for the UGA Bulldogs"
"919","sonny perdue"," Play is probably not the operative word, but I was on the team! Realizing that my future was not on the football field, I decided to apply myself to my studies"
"920","sonny perdue"," As I entered Veterinary school in 1967, Viet Nam was roiling, so I signed up for an early commissioning program in the U"
"921","sonny perdue","S"
"922","sonny perdue"," Air Force"
"923","sonny perdue"," As I finished my veterinary education in 1971, I began to fulfil the active duty service to which I had agreed"
"924","sonny perdue"," I was assigned to Columbus, Ohio as a base veterinarian, whose primary responsibilities were food safety, public health, and sanitation"
"925","sonny perdue"," Following completion of my active duty commitment, I joined a small veterinary practice in Raleigh, North Carolina"
"926","sonny perdue"," I soon realized, even though our practice was thriving, that I missed the farm and my former agricultural way of life"
"927","sonny perdue"," So, in 1976, Mary and I and our two small girls moved back home where I partnered with my brother-in-law to build a grain elevator in my home county, which didn�t yet have one"
"928","sonny perdue"," Sadly, he passed away in January of 1980 at the age of 43"
"929","sonny perdue"," I�ve been in agribusiness since 1977"
"930","sonny perdue"," I am the founder and operator of three agribusiness and transportation firms serving farmers across the Southeastern United States"
"931","sonny perdue"," Farming and farmers have been my life ever since"
"932","sonny perdue"," I have lived and breathed the exhilaration of a great crop and the despair and devastation of a drought"
"933","sonny perdue"," I learned by experience what my father had told me as a child, �If you take care of the land, the land will take care of you�"
"934","sonny perdue"," Let�s fast forward to what you�re probably more interested in, my years as a public servant"
"935","sonny perdue"," I want to be clear"
"936","sonny perdue"," Growing up, I wasn�t one of those 16-year-olds who shook the hand of a president and was inspired to run for office"
"937","sonny perdue"," I was always tuned into current events, but I had no early interest in elected politics"
"938","sonny perdue"," I did understand we all have civic rent, so I agreed to chair our local planning and zoning commission"
"939","sonny perdue"," After 10 years, a State Senate seat became open and I was asked to run for the seat"
"940","sonny perdue"," I initially declined but a pre-planned family trip to Williamsburg, Virginia changed my mind after observing the founder�s goals of citizen engagement"
"941","sonny perdue"," In 1990, the people of District 18 elected me to serve as a member of the Georgia State Senate"
"942","sonny perdue"," I served for 11 years and during my tenure, was elected by my colleagues to be Senate President pro Tem, the pinnacle of leadership in that body, from 1996 until 1998"
"943","sonny perdue"," You�ve probably heard, and it�s interesting to note, that I served both as a Democrat and as a Republican while in the Georgia State Senate"
"944","sonny perdue"," In 2002, I was elected the first Republican Governor of Georgia in more than 130 years"
"945","sonny perdue"," I assumed that office, believing that it was a big job, not a position"
"946","sonny perdue"," Our team worked diligently for eight years, striving to make Georgia the best managed state in the nation"
"947","sonny perdue"," As you remember, the period from 2003 to 2011, were not the best economic times for our nation"
"948","sonny perdue"," But, we learned, with the help of a joyful state workforce, we could continue to provide value to the citizens of Georgia, even in times of extreme budget pressures"
"949","sonny perdue"," Even though Georgia may not compare to some of your states in some agricultural sectors, I am still proud to come from a state whose number one economic driver is agriculture"
"950","sonny perdue"," In Georgia, agriculture is one area where Democrats and Republicans consistently reached across the aisle and work together"
"951","sonny perdue"," It�s important to note that the makeup of this Committee speaks directly to the size, reach and diversity of America�s agricultural sector and that reaching across the aisle is common practice within this Committee, where partisanship doesn�t get in the way of good solutions for American farmers, ranchers, and consumers"
"952","sonny perdue"," And to that end, if confirmed as the Secretary of Agriculture, I look forward to working with you � each of you � to find solutions to the challenges confronting American Agriculture"
"953","sonny perdue"," Though I have a lifetime of experience with farming and agribusiness, I appreciate that the Department of Agriculture touches the lives of all Americans in many ways that go beyond farming itself, including, in a small way, improving the lives of the �least of these�"
"954","sonny perdue"," As I answer your questions today, know that I approach this opportunity as I did when I was Governor"
"955","sonny perdue"," This is a big job with enormous responsibility, not just a position"
"956","sonny perdue"," Whether it�s communicating a vision for USDA, managing competing policy priorities within the Department and Agencies, or influencing the Farm Bill or budget discussions, I will dedicate my time as I said to each of you in our personal meetings � through open, honest, and efficient communication"
"957","sonny perdue"," If I am honored with Senate confirmation, I will work tirelessly to advance four primary goals"
"958","sonny perdue"," And each of those goals is focused on an important constituency, the stakeholders of American agriculture"
"959","sonny perdue"," First, I will maximize the ability of the men and women of America�s agriculture and agribusiness sector to create jobs "
"960","sonny perdue",""
"961","sonny perdue",""
"962","sonny perdue"," to produce and sell the foods and fiber that feed and clothe the world "
"963","sonny perdue",""
"964","sonny perdue",""
"965","sonny perdue"," and to reap the earned reward of their labor"
"966","sonny perdue"," We want to remove every obstacle, and give them every opportunity to prosper"
"967","sonny perdue"," Second, for the American taxpayers � our customers � I will prioritize customer service every day"
"968","sonny perdue"," They expect, and have every right to demand, that we conduct the people�s business efficiently, effectively, and with the utmost integrity"
"969","sonny perdue"," Third, as our taxpayers are also consumers, they expect a safe and secure food supply and USDA will continue to serve in the critical role of ensuring the food we put on the table to feed our families meets the strict safety standards we�ve established"
"970","sonny perdue"," I will never forget that we�re the fortunate beneficiaries of past generations, who put a premium on smart stewardship, protecting, preserving, and entrusting us with those valuable resources"
"971","sonny perdue"," And fourth � American agricultural bounty comes directly from the land"
"972","sonny perdue"," And today, those land resources sustain more than 320 million Americans and countless millions more around the globe"
"973","sonny perdue"," My father�s words still ring in my ears, �Son, if you take care of the land, it will take care of you"
"974","sonny perdue"," Owned or rented, we�re all stewards, and our responsibility is to leave it better than we found it�"
"975","sonny perdue"," Should I be confirmed as Secretary of Agriculture, we will safeguard that trust, maintaining always our responsibility as good stewards"
"976","sonny perdue"," That means supporting private landowners in their conservation efforts "
"977","sonny perdue",""
"978","sonny perdue",""
"979","sonny perdue"," and managing the natural resources entrusted directly to the Department � including our National Forests � with sharp focus on renewability, sustainability, and most effective use"
"980","sonny perdue"," We will face the greatest challenges facing the agricultural industry and rural America while collaborating to make opportunities for the future"
"981","sonny perdue"," Thank you for your time this morning"
"982","sonny perdue"," Rest assured that, if confirmed, I look forward to working with you and the dedicated men and women of the USDA who are committed to serving The People�s Department"
"983","sonny perdue"," I look forward to answering your questions"
"984","haley","Thank you, Mr"
"985","haley"," Chairman"
"986","haley"," And thank you, Senator Cardin, for your comments"
"987","haley"," And I certainly look forward to discussing all of those things with you and the rest of the committee"
"988","haley"," I do have my family behind me because I've never been able to do anything without the support of my family"
"989","haley"," And so to my left, I have my favorite younger brother, Gogi Randhawa, who owns his own business and is an entrepreneur"
"990","haley"," I have my parents, Dr"
"991","haley"," and Mrs"
"992","haley"," Randhawa, who reminded my brothers, my sister and me every day how blessed we were to live in this country"
"993","haley"," I have my amazing husband, but also the coolest first man ever, but he is also a combat veteran, Michael is behind me"
"994","haley"," And next to him is one of my pride and joy kids and that's Nalin who is wearing a suit today, which he would prefer not wearing, but he does have his basketball shoes on"
"995","haley"," So I pick and choose my battles as a mom"
"996","haley"," I have in my in-laws, Bill and Carol Haley, who have been an amazing support to me and a second set of parents to us as we've gone through struggles"
"997","haley"," And then I have my favorite older brother, Mitti Randhawa, who is also a combat veteran, and his wife, Sandra (ph)"
"998","haley"," And then I have lots of friends behind them as well"
"999","haley"," And so I told them if I started to mess up, one of them needed to act like a protester"
"1000","haley"," So we will see if that happens"
"1001","haley"," I think she's going to do very well at the United Nations"
"1002","haley"," So with that, I would like to say, Chairman Corker, Ranking Member Cardin, distinguished members of the committee, I come before you today both humbled and honored to be considered to represent the United States of America at the United Nations"
"1003","haley"," Just as other nominees for this position have done, I'm here to outline my vision and discuss my qualifications"
"1004","haley"," My story is an American story"
"1005","haley"," I was born in Bamberg, South Carolina, the daughter of immigrant parents from Punjab, India"
"1006","haley"," My parents had comfortable lives in India, but they chose to give up those comforts and move to America with just $8 in their pockets, because of the freedoms and the opportunities this country offers"
"1007","haley"," Our family's experience is unique, but it is also familiar because it is one that has been repeated many times by many people in American history"
"1008","haley"," Growing up in a small rural community in the South, our family was different"
"1009","haley"," We were not white enough to be white, we were not black enough to be black"
"1010","haley"," My father wore a turban, my mother wore a sari"
"1011","haley"," Our new neighbors didn't quite know what to make of us, so we did face challenges, but those challenges paled next to the abundance of opportunities in front of us"
"1012","haley"," My dad was a professor at a small historically black college, my mom was a social studies teacher and started a clothing store from scratch"
"1013","haley"," I started doing the books for the family business when I was 13"
"1014","haley"," It wasn't until I got to college that I realized that wasn't normal"
"1015","haley"," But it was normal to me"
"1016","haley"," In my family we worked"
"1017","haley"," I was also privileged to take advantage of the educational opportunities that America affords"
"1018","haley"," And I am painfully aware that the chance for 13-year-old girls to read and learn and grow is something that does not exist in far too many places around the world today"
"1019","haley"," I went on to serve in South Carolina general assembly and to be elected and reelected governor of the palmetto state"
"1020","haley"," Serving the people of South Carolina has been the greatest honor of my life"
"1021","haley"," During the six years of my governorship, our state has faced many challenges, but South Carolina today is stronger economically and more united culturally than it has ever been before"
"1022","haley"," And I couldn't be more proud"
"1023","haley"," While South Carolina will always be my home, I am eager to begin this new chapter"
"1024","haley"," International diplomacy is a new area for me"
"1025","haley"," There is much I am learning about the intricacies of the U"
"1026","haley","N"
"1027","haley"," and its associated agencies"
"1028","haley"," I don't claim that I know everything or that leadership at the U"
"1029","haley","N"
"1030","haley"," is the same as leading South Carolina"
"1031","haley"," But diplomacy itself is not new to me"
"1032","haley"," In fact, I would suggest there is nothing more important to a governor's success than her ability to unite those with different backgrounds, viewpoints and objectives behind a common purpose"
"1033","haley"," For six years that has been my work, day after day, in times of celebration and in times of great tragedy"
"1034","haley"," I have negotiated deals with some of the largest corporations in the world and convinced them to make South Carolina their home"
"1035","haley"," I have been the chief executive of a government with more than 67,000 employees and an annual budget of more than $26 billion"
"1036","haley"," And we have achieved real results"
"1037","haley"," South Carolina is a different, stronger, better place than it was six years ago"
"1038","haley"," Like most government agencies, the United Nations could benefit from a fresh set of eyes"
"1039","haley"," I will take an outsider's look at the institution"
"1040","haley"," As I have in every challenge in my life, I will come to the U"
"1041","haley","N"
"1042","haley"," to work and to work smart"
"1043","haley"," I will bring a firm message to the U"
"1044","haley","N"
"1045","haley"," that U"
"1046","haley","S"
"1047","haley"," leadership is essential in the world, it is essential for the advancement of humanitarian goals, and for the advancement of America's national interests"
"1048","haley"," When America fails to lead, the world becomes a dangerous place"
"1049","haley"," And when the world becomes more dangerous, the American people become more vulnerable"
"1050","haley"," At the U"
"1051","haley","N"
"1052","haley",", as elsewhere, the United States is the indispensable voice of freedom"
"1053","haley"," It is time that we once again find that voice"
"1054","haley"," The job of U"
"1055","haley","N"
"1056","haley"," ambassador is different from being a governor, but there is one essential element of leadership that is the same, and that is accountability"
"1057","haley"," A leader must be accountable to the people she serves"
"1058","haley"," Should you confirm me as ambassador, I will be accountable, first and foremost to the people of the United States"
"1059","haley"," Mr"
"1060","haley"," Chairman, accountability means being honest with ourselves"
"1061","haley"," As I appear before you today, when we look at the United Nations, we see a checkered history"
"1062","haley"," The U"
"1063","haley","N"
"1064","haley"," and its specialized agencies have had numerous successes"
"1065","haley"," Its health and food programs have saved millions of lives"
"1066","haley"," Its weapons monitoring efforts have provided us with vital security information"
"1067","haley"," Its peacekeeping missions have, at times, performed valuable services"
"1068","haley"," However, any honest assessment also finds an institution that is often at odds with American national interests and American taxpayers"
"1069","haley"," Nowhere has the U"
"1070","haley","N"
"1071","haley","'s failure been more consistent and more outrageous than in its bias against our close ally Israel"
"1072","haley"," In the General Assembly session just completed, the U"
"1073","haley","N"
"1074","haley"," adopted 20 resolutions against Israel and only six targeting the rest of the world's countries combined"
"1075","haley"," In the past 10 years, the Human Rights Council has passed 62 resolutions condemning the reasonable actions Israel takes to defend its security"
"1076","haley"," Meanwhile the world's worst human rights abusers in Syria, Iran and North Korea received far fewer condemnations"
"1077","haley"," This cannot continue"
"1078","haley"," It is in this context that the events of December 23rd were so damaging"
"1079","haley"," Last month's passage of U"
"1080","haley","N"
"1081","haley"," Resolution 2334 was a terrible mistake, making a peace agreement between the Israelis and the Palestinians even harder to achieve"
"1082","haley"," The mistake was compounded by the location in which it took place, in light of the U"
"1083","haley","N"
"1084","haley","'s long history of anti-Israel bias"
"1085","haley"," I was the first governor in America to sign legislation combating the anti-Israel Boycott, Divest, and Sanction, or the BDS movement"
"1086","haley"," I will not go to New York and abstain when the U"
"1087","haley","N"
"1088","haley"," seeks to create an international environment that encourages boycotts of Israel"
"1089","haley"," In fact, I pledge to you this: I will never abstain when the United Nations takes any action that comes in direct conflict with the interests and values of the United States"
"1090","haley"," In the matter of human rights, Mr"
"1091","haley"," Chairman, whether it's the love of my family's and America's immigrant heritage, or the removal of a painful symbol of an oppressive past in South Carolina, I have a clear understanding that it is not acceptable to stay silent when our values are challenged"
"1092","haley"," I will be a strong voice for American principles and American interests, even if that is not what other U"
"1093","haley","N"
"1094","haley"," representatives want to hear"
"1095","haley"," The time has come for American strength once again"
"1096","haley"," There are other elements of accountability as well"
"1097","haley"," As governor, the South Carolina constitution required me to report annually to the people of my state on how their security and prosperity were being advanced by their government"
"1098","haley"," In fact, I gave that State of the State address just one week ago"
"1099","haley"," I was able to tell the citizens of South Carolina that we now invest more dollars in public education than ever before, that our reserves have doubled while our debt service has been cut in half, and more South Carolinians are working today than ever in the history of our state"
"1100","haley"," Without fundamental changes at the U"
"1101","haley","N"
"1102","haley",", I cannot envision making the same kind of report to the American people as their ambassador"
"1103","haley"," We contribute 22 percent of the U"
"1104","haley","N"
"1105","haley","'s budget, far more than any other country"
"1106","haley"," We are a generous nation"
"1107","haley"," But we must ask ourselves, what good is being accomplished by this disproportionate contribution? Are we getting what we pay for? To your credit, the Congress has already begun to explore ways the United States can use its leverage to make the United Nations a better investment for the American people"
"1108","haley"," I applaud your efforts and I look forward to working with you to bring seriously needed change to the U"
"1109","haley","N"
"1110","haley"," If I'm confirmed, I will need you and I hope to have your support"
"1111","haley"," In short, Mr"
"1112","haley"," Chairman, my goal for the United Nations will be to create an international body that better serves the interests of the American people"
"1113","haley"," After the passage of the infamous U"
"1114","haley","N"
"1115","haley"," resolution equating Zionism with racism in 1975, U"
"1116","haley","S"
"1117","haley"," Ambassador Daniel Patrick Moynihan came to the unsettling realization that, as he put it, quote, ""If there were no General Assembly, this could never have happened"
"1118","haley",""" Today, over 40 years later, more and more Americans are becoming convinced by actions like the passage of Resolution 2334 that the United Nations does more harm than good"
"1119","haley"," The American people see the U"
"1120","haley","N"
"1121","haley","'s mistreatment of Israel, its failure to prevent the North Korean nuclear threat, its waste and corruption, and they are fed up"
"1122","haley"," My job -- our job -- is to reform the U"
"1123","haley","N"
"1124","haley"," in ways that rebuild the confidence of the American people"
"1125","haley"," We must build an international institution that honors America's commitment to freedom, democracy and human rights"
"1126","haley"," I hope this can be done"
"1127","haley"," I believe it is possible"
"1128","haley"," And I know that if you confirm me, I will do all I can to see that that happens"
"1129","haley"," Some say we live in cynical and distrustful times"
"1130","haley"," But I believe we all carry in our hearts a bit of idealism that animated the creation of the United Nations"
"1131","haley"," I know I do"
"1132","haley"," With your blessing, I will represent our great country in this international forum"
"1133","haley"," I will do it in ways that I hope bring honor to our country, our values and our national interests"
"1134","haley"," Thank you very much for your time"
"1135","gina haspel","Chairman Burr, Vice Chairman Warner, members of the committee: Thank you for the opportunity to appear before you today"
"1136","gina haspel"," I am here because I have been nominated to lead the extraordinary men and women at the Central Intelligence Agency � men and women who are our country�s silent warriors"
"1137","gina haspel"," These dedicated professionals spend much of their careers in difficult, far-flung outposts of the globe, striving to make our fellow Americans more secure at home"
"1138","gina haspel"," It has been the privilege of my professional life to be one of those CIA officers"
"1139","gina haspel"," Now, I have been asked by President Trump to lead this workforce and to continue the work that Mike Pompeo and I began a little more than a year ago: ensuring that CIA is postured to meet the complex challenges our nation faces"
"1140","gina haspel"," Those challenges include a changing but still lethal threat from terrorist groups; a nuclear threat against the continental United States from a rogue state; destabilizing Iranian adventurism; an aggressive and sometimes brutal Russia; and the long-term implications of China�s ambitions on the global stage"
"1141","gina haspel"," While these challenges are daunting and offer few easy answers, I am confident the United States and the American people have the resolve to meet them head on"
"1142","gina haspel"," If I am confirmed as Director, you have my solemn commitment that I will position this Agency to provide the intelligence support our country needs to meet the challenges of today, and those of the future"
"1143","gina haspel"," I welcome the opportunity to introduce myself to the American people for the first time � it is a new experience for me as I spent over 30 years under cover and in the shadows"
"1144","gina haspel"," I don�t have any social media accounts, but otherwise I think you will find me to be a typical middle class American � one with a strong sense of right and wrong and one who loves this country"
"1145","gina haspel"," I was born in Kentucky, and while my family has deep roots there, I was an Air Force �brat� and followed my father to postings all over the world"
"1146","gina haspel"," My childhood overseas instilled in me an appreciation for foreign languages and cultures, but also a deep understanding of the vital role of American leadership in confronting aggression abroad"
"1147","gina haspel"," I joined the CIA in 1985 as an operations officer in the Clandestine Service"
"1148","gina haspel"," From my first days in training, I had a knack for the nuts and bolts of my profession"
"1149","gina haspel"," I excelled in finding and acquiring secret information that I obtained in brush passes, dead drops, or in meetings in dusty back allies of third world capitals"
"1150","gina haspel"," I recall my first foreign agent meeting was on a dark, moonless night with an agent I�d never met before"
"1151","gina haspel"," When I picked him up, he passed me the intelligence and I passed him extra money for the men he led"
"1152","gina haspel"," It was the beginning of an adventure I had only dreamed of"
"1153","gina haspel"," The men who ran CIA in those days leaned forward in giving me the right opportunities to succeed or fail"
"1154","gina haspel"," When a very tough, old school leader announced that I was his pick to be Chief  2 of Station in a small but important frontier post, a few competitors complained to me directly �why would they send you?� I owe that leader much for believing in me at a time when few women were given these opportunities"
"1155","gina haspel"," While I could have done without the long nights, sleeping on the floor of my station, I was proud of the work we did there including the successful capture of two major terrorists, a counterproliferation operation that went our way, and the dismantlement of a local terrorist cell"
"1156","gina haspel"," Altogether, I have served seven tours in the field�four as Chief of Station�including hardship assignments in distant posts and, more recently, in the capital of a major US ally"
"1157","gina haspel"," By any standard, my life at the Agency � and it has been my life � has exceeded all of my expectations, from that January day when I took my oath to today"
"1158","gina haspel"," There were few senior women leading at CIA in those days, and we are stronger now because that picture is changing"
"1159","gina haspel"," I did my part � quietly and through hard work � to break down those barriers"
"1160","gina haspel"," And I was proud to be the first woman to serve as the number-two in the Clandestine Service"
"1161","gina haspel"," It is not my way to trumpet the fact that I am a woman up for the top job, but I would be remiss in not remarking on it � not least because of the outpouring of support from young women at CIA who consider it a good sign for their own prospects"
"1162","gina haspel"," My experience and success as an operations officer led to three leadership positions in the Clandestine Service, and one year ago, I was asked to serve as Deputy Director of CIA"
"1163","gina haspel"," The reaction of the workforce to a rare nomination of one of their own to be Director � someone who has been in the trenches with them � has been overwhelming"
"1164","gina haspel"," I am humbled by their confidence that I can successfully lead this Agency and inspired to work harder than ever to maintain that mutual trust"
"1165","gina haspel"," They know that I don�t need time to learn the business of what CIA does"
"1166","gina haspel"," I know CIA like the back of my hand"
"1167","gina haspel"," I know them, I know the threats we face, and I know what we need to be successful in our mission"
"1168","gina haspel"," I have played a leading role this past year in setting us on the right path and I intend on continuing on that path if I am confirmed as Director"
"1169","gina haspel"," Our strategy starts with strengthening our core business: collecting intelligence to help policymakers protect our country and advance American interests around the globe"
"1170","gina haspel"," It includes raising our investment against the most difficult intelligence gaps, putting more officers in the foreign field where our adversaries are, and emphasizing foreign language excellence"
"1171","gina haspel"," And, finally, it involves investing in our partnerships � both within the US Government and around the globe"
"1172","gina haspel"," We must do everything we can to follow through on these investments and to make CIA as effective as it can possibly be, because the American people deserve no less than CIA�s best effort"
"1173","gina haspel"," This is especially true when it comes to confronting threats from North Korea, Iran, Russia, and China"
"1174","gina haspel"," Today, CIA officers are deployed across the globe, sometimes at significant personal  3 risk, collecting critical human and technical intelligence"
"1175","gina haspel"," I have spent my entire career driving operations and, if confirmed, I will be able to leverage that experience against these hard targets beginning on day one"
"1176","gina haspel"," I knew that accepting the president�s nomination would raise questions about CIA classified activities and my career at the Agency"
"1177","gina haspel"," I also understand that it is important for the American people to get to know me so they are able to judge my fitness for this position"
"1178","gina haspel"," So over the last few weeks, we have leaned forward to make more information about my professional record public"
"1179","gina haspel"," We have also shared details on every aspect of my career through classified channels with this Committee, as well as with the rest of the Senate"
"1180","gina haspel"," I think it is important to recall the context of those challenging times immediately following 9/11"
"1181","gina haspel"," For me, I had just returned to Washington from an overseas posting and I reported for duty the morning of 9/11"
"1182","gina haspel"," I knew in my gut when I saw the video of the first plane hitting the Tower in Manhattan that it was Bin Ladin"
"1183","gina haspel"," I got up from my desk and, like many others, walked over to the Counterterrorism Center and volunteered to help"
"1184","gina haspel"," I didn�t leave for three years"
"1185","gina haspel"," We worked seven days a week, and I even had friends who postponed weddings and having babies"
"1186","gina haspel"," The men and women of CIA were driven to prevent another attack"
"1187","gina haspel"," The first boots on the ground in Afghanistan were my colleagues"
"1188","gina haspel"," The first U"
"1189","gina haspel","S"
"1190","gina haspel"," casualty in Afghanistan was a CIA officer and it was CIA who identified and captured the mastermind of 9/11 in a brilliant operation"
"1191","gina haspel"," I am proud of our work during that time"
"1192","gina haspel"," The hard lessons we learned from that experience inform my leadership of CIA today"
"1193","gina haspel"," In light of my counterterrorism experience, I understand that what many people around the country want to know about are my views on CIA�s former detention and interrogation program"
"1194","gina haspel"," I have views on this issue, and I want to be clear"
